SENTENCETEXT	LABEL
"""पहिलो संविधानसभाले आफ्नो कार्यतालिका दुई बर्षको लागि तय गरेको भएपनि उक्त कार्यतालिका अनुसार काम हुन नसकेपछि त्यतिबेला १२ पटक संशोधन गरेको थियो"""	0
"""अमेरिका, अष्ट्रेलिया, युरोपका विभिन्न मुलुकमा स्थायी बसोबास सुरु गरेका कर्मचारीबारे छानबिन थालेर चर्चाको केन्द्रमा रहेका पण्डितलाई बोडेले शुक्रबार भेटेका हुन्"""	0
"""सभाले असोजमसान्तसम्ममा संविधानको पहिलो मस्यौदा तयार पारि जनताको राय सुझावका लागि नागरिक संवन्ध समितिमा पठाउने छ"""	1
"""सभाले तयार पारेको पहिलो मस्यौदालाई कार्तिक मसान्तभर जनतामा पुर्याइ रायसुझाव संकलन गर्ने कार्यतालिकामा उल्लेख छ"""	0
"""त्यसपछि संविधानसभाले पुष मसान्तसम्ममा संविधानको मस्यौदामा आवश्यक परिमार्जन गर िविधेयकको रुपमा सभामा पेश गरी दफावार छलफल गर्नुका साथै सभाले पारित गर्ने छ"""	0
"""यी तर्कहरु सुन्दा कुन साँच्चैको तर्क हो वा कूतर्क हो, सामान्य मानिसलाई छुट्याउनै मुश्किल पर्नसक्छ"""	-1
"""अहिले बजारमा आएका त्यस्तै केही तर्कहरु हेर्नुस् र यी मध्ये कुन कुतर्क हुन्- आफै छुट्याउनुस्"""	-1
"""त्यसैले स‍ंविधान सभाको पहिलो बैठकले घोषणा गरेको राजसंस्था नरहने अर्थात् गणतन्त्रको घोषणा पनि खारेज हुन्छ"""	-1
"""त्यसको हैसियत काम चलाउ हुन्छ र कार्यकारी अधिकार राष्ट्रपतिको भएपछि उनीबाट अर्को सहमतिको सरकार बनाउन आह्वान हुनेछ"""	-1
"""संविधानसभाको अनपेक्षित अवसानका कारण उत्पन्न राजनीतिक अन्यौलको निकास शान्तिपूर्ण र लोकतान्त्रिक विधिबाटै पहिल्याइने विश्वास पनि सम्माननीय राष्ट्रपतिले व्यक्त गर्नुभएको छ"""	1
"""निर्वाचनको मिति राष्ट्रपतिले किन घोषणा गरेनन् भन्ने प्रश्नमा संविधानको धारा ६३ मा नेपाल सरकारले संविधान सभाको निर्वाचन घोषणा गर्ने भनिएको छ"""	1
"""संविधानसभाको अनपेक्षित अवसानका कारण उत्पन्न राजनीतिक अन्यौलको निकास शान्तिपूर्ण र लोकतान्त्रिक विधिबाटै पहिल्याइने विश्वास पनि सम्माननीय राष्ट्रपतिले व्यक्त गर्नु भएको छ"""	1
"""पहिलो जाति नेपाली अनि दोस्रो ठूलो जाति बिहारी भनेर कतै हुँदै नभएको जाति उल्लेख गर्ने रोयटर्सले अब भने त्यसलाई पनि सच्याएको छ"""	-1
"""मैले पनि बिरोध पत्र लेखि सके बाकी साथीहरूले फ्ब मा सहरे गरेर चौतर्फी बिरोध अझै गरिरहनु पर्छ"""	-1
"""सूर्यको अघिल्तिरबाट चन्द्रमा अघि बढ्दा चन्द्रमाले सूर्यको एउटा ठूलै हिस्सालाई छेक्छ, त्यसैले यसलाई ग्रहण भनिन्छ"""	0
"""कालो थोपाअघि अनौठो आकारको रहस्य सूर्यमा शुक्र ग्रहको कालो गोलो टीका देखिनुअघि सूर्यलाई छुनछुन लाग्दा अनौठो आकार पनि देखिन्छ"""	0
"""जसरी तपाईँ आफ्नो बूढी औँला र चोर औँलालाई छुँदा छुन-छुन लाग्दा कालो कालो चिज देख्नुहुन्छ, यो पनि त्यस्तै हो भनिन्छ"""	-1
"""यो माथि जलिरहेको सरकारी गाडी हो"""	-1
"""फेरि त्यो त फ्लाइङ स्क्वाड (द्रुत टोली) थियो"""	0
"""योगेश आदी, न्यूयोर्क       यी व्यापारीहरुले राज्य भनेको नारायणगढको ब्यापार गर्ने सेरोफेरो र त्यहिको बलबाहुको संसार भन्ठानेको छन् कि क्याहो"""	-1
"""साल देखि जेलनेल खादै सम्पुण जिबन राजनितिमा खेर फालेका नेताहरुले राम्रो कामको जस अर्कोदललाई मात्र लिनदेलान भनेर नसोचेपनि हुन्छ"""	-1
"""मान्छे को बिचार नस्ट गर्नुस न मान्छेको विकृत दिमाग धुलाई गर्नुस न के येस्ता आन्दोलन गरेर कुनै उपलब्धि भएको छ"""	-1
"""नियम ,कानुन , कर्तब्य अनि अनुसासनको बोद् नभय सम्म देशको अवस्था येही नै रहेने छ"""	-1
"""यो त सरकारले काम लगाउने कम्पनि हरु लाइ कडा भन्दा कडा नियम बनाइ लेबर को पक्क्षम लागु हुनु पर्छ"""	-1
"""पहिलो कुरा स्वीकृत कम्पनीहरुले मात्र गर्न पाउछन्, तिनीहरुको बकार्इदा ठुल्ठुला होल्डिङ बोर्ड राख्नु अनिबार्य छ"""	0
"""र सबै भन्दा ठुलो कुरा   जता भवन बनेपनि मान्छे को ज्यान को  को  हुनै पर्छ"""	1
"""भन्दा पनि यी सङ कुरा मा ख्याल गर्यो भने कामदार को ज्यान को हिफाजत हुन्छ"""	1
"""यो घटना     को विशेषतायुक्त भएकोले यस्ता अपराध बिरुद्ध  &     अवलम्बन गरी हामी घटनाको गहिराई सम्म पुग्न प्रयासरत छौं"""	1
"""कारबाही अनुसार जुन पसलमा छापा मार्ने क्रममा यो सब भएको हो, त्यो पसलका साहुहरुको सबै सम्पति र बैङ्क खाता रोक्का गरिएको छ"""	1
"""त्यहाँ उनीहरुले कर छलेको विषयमा, राजस्व अधिकारीहरुलाई दुर्व्यवहार गरेको र गाडी जलाएको विषयमा स्पष्टीकरण दिनुपर्नेछ"""	-1
"""वक्तव्यमा राजस्व प्रशासनले देखाएको जबर्जस्ती कायम रहिरहने हो भने बहुसंख्यक व्यवसायीहरु आन्दोलित भएर मुलुकमा अझ असहज वातावरण बन्ने चेतावनी दिइएको छ"""	0
"""यदी ति ठग ब्यापारीहरुलाई माथि भने बमोजिम कारबाही भयो भने नेपाल मा अझै पनि कानुनी सासनको अन्त्य भैसकेको रहेनछ भन्ने प्रमाणित हुन्छ"""	0
"""अहिले त चुनाब घोसना भएपछी ब्यापारी झन् भ्रस्ट हुनु पर्दछ किन कि फेरी चन्दा हाल्नु पर्छ"""	-1
"""हामीले पनि देखेको छु राजस्वो को कर्मचारी कति सुद्ध छन् कहिले घुस खादैन सदै नियमको पालना गर्छ"""	-1
"""आमसभा भए पनि पसलमा किनबेच जारी थियो"""	1
"""जनताबाट चुनिएका सांसदहरुले भेला हुने ठाउ नपाएर अन्तर्राष्ट्रिय सम्मेलन केन्द्र प्रयो गरे"""	0
"""जस्तोसुकै अप्ठ्यारा परिस्थितिमा पनि आफ्नो स्वाभिमान बचाईराखेको थियो"""	1
"""तिमीजस्त गोल्थक्करहरु स्वाहा भएर गए चाँही देशले शान्ति पाउने थियोकी"""	-1
"""६०१ बिराला हरुबाट शासित हुनु भन्दा त् एउटा शिंह बाट शासित हुनु धेरै राम्रो हो"""	0
"""तर परस र परस्को बाउलाई होईन परसको छोरालाई राजा बनएर्, नेपाल पनि राज परिवारलाई मान्नु पर्छ अनि बल्ल देश एक हुन्छ"""	0
"""राजसंस्था हुँदैमा देश अनि जनताका पक्षमा केही लछारपाटो लाग्ने होइन भन्ने तथ्य ४६ साल अघि र पछिका घटनाक्रमले पुष्टि गरिसकेको छ"""	0
"""हुन त यस्तो सपना धनकुबेरबाट धन झरुञ्ज्यालमात्र आउने हो"""	-1
"""माओवादीको जातीय राज्यको कल्पना जातीय आधारमा मात्र होइन, सांस्कृतिक, भाषिक, धार्मिक साथै ऐतिहासिक पृष्ठभूमिलाई समेत आधार बनाएर बनाइएको पाइन्छ"""	0
"""अब अनेक जाति, धर्म, संस्कृति, भाषा अनि ऐतिहासिक पृष्ठभूमिलाई आधार बनाइसकेपछि एउटै धर्म जनाउने राष्ट्रका रूपमा कसरी पहिचान दिन मिल्छ"""	1
"""कमल थापाले राजतन्त्रको लागि राजनीति गरेको नभयर अहिले राजतन्त्र कमल थापाको राजनीतिको लागि उपयोगी बिषय बस्तु बनेको छ"""	-1
"""नेता हरु को विचार थाहा पी सकेकोछ, अब नेपाल मा नया जोस को युवा नेता चाहिए को छ कोहि छ"""	-1
"""अब चुनाब भएमा एमाले र कांग्रेस दरेर बहिष्कार गर्ने होला अनि कमल थापा नै दोस्रोमा हुन्छ"""	-1
"""अनि ४ बर्ष देश हाकन पेमा अलिकती देशलाई अघि बढेको हेर्न पईन्छ की भन्ने आशा गर्न सकिन्छ"""	1
"""एमाले कांग्रेस लगायत  दल ले भन्दा रा प्र पा नेपाल एक्लैले अलिक धेरैलाई बेबकूफ बनाएछ"""	-1
"""तर यो प्रदर्शनलाई जोगीजस्ता र केही अबुझ जनताहरुलाई देखाउन को लागी पनि उपयुक्त हुने रहेछ"""	1
"""राजतन्त्र बयूताउनु पर्ने बेला भैसकेको छ, नत्र त चोर नेताहरुले देशलाई इंडियामा पलायन गराएरै छाडछन् , राजा आऊ देश बचाऊ"""	-1
"""सामान्य बिरोध हुँदै थियो तर बिरोधको स्वर भन्दा समर्थनको स्वर चर्को सुनियो"""	1
"""यसचोटि त असैह्य भए छ क्यारे, निर्वाचनमा खटिएका कर्मचारीहरूले समेत विरोध गरे"""	-1
"""जनावरहरूको जथाभावी हत्या गर्नु उसको शोखको विषय थियो"""	-1
"""खरायोको योजनामुताविक चङ्खे बाँदरले उक्त मन्दिरबाट एउटा राम्रो बज्ने घण्टी निकाल्यो र बजाउँदै हिँड्न थाल्यो"""	0
"""त्यो खुसीयालीमा उपस्थित सबै प्राणीहरूले ताली बजाउँदै सिंहको जयजकार गरे"""	1
"""घण्टी बज्न छोडेपछि घण्टी खोज्दै गएका प्राणीले देखे उक्त घण्टी मृत सिंहको घाँटीमा आरामले बसिरहेको थियो"""	0
"""उसको दुःखी हुने क्रम बिस्तारै बढ्दै गइरहेको थियो"""	-1
"""पहिले आमा जानुभएको थियो, त्यतिबेला बहिनी मेरो आमा भएकी थिइन्"""	1
"""म आफूले छोडेर आएको मातृघरमै पुगिसकेको थिएँ"""	1
"""भिमप्रशाद सधैं झै कार्यमा ब्यस्त थियो सवारीका साधनहरु बाक्ला थिए"""	-1
"""बसको चालकको उक्त बसको ब्रेकफेल भएर नियन्त्रण देखी बाहिर थियो"""	-1
"""हेर आज, म फोहोरको थुप्रोमा कैयौं पटक बंगैचामा फूल्न नपाई कोपिलामै चुँडिएर रङ्गीन संसारको सृष्टि पत्झर शिशिर अँगालेछु"""	1
"""म त निर्दोष फूल हुँ"""	1
"""उनीहरुले आन्दोलनका बेलामा ग्यास अन्यत्र पठाउन लागेको भन्दै गाडी नियन्त्रणमा लिन खोजेको प्रहरीले जनाएको छ"""	-1
"""गाउँमा कामदारको अभाव भएकाले सामाजिक संस्थाले प्रदान गरेको तालिमपछि महिलाहरू यो पेसामा अग्रसर भएका हुन्"""	1
"""जनहितले हिमाली विकट गाउँ पाङताङ, बराम्ची र हगाममा दक्ष डकर्मी उत्पादन गरी गाउँमा भूकम्पप्रतिरोधी घर निर्माण गर्ने अभियानका साथ काम गरिरहेको छ"""	1
"""यसका लागि एनआरएनएले लाप्राकको गुप्सी पाखामा परियोजना कार्यालय निर्माण गरी भवन निर्माणसम्बन्धी आवश्यक काम सञ्चालन गरिरहेको छ"""	1
"""यसैगरी स्वयंसेवकको खाना तथा बस्ने व्यवस्थाका लागि आवासगृह र किचेनको लागि चाहिने सामग्रीको प्रबन्ध पनि भइसकेको छ"""	1
"""उनीहरूले गाउँमै आएर यहाँका उद्यमीले भन्दा बढी मूल्य दिएर अल्लोको कच्चा पदार्थ लैजाने गरेपछि छेस्कामका उद्यमीहरू थप संकटमा परेको विमलकुमारीको भनाइ छ"""	-1
"""एकल महिला तथा आर्थिक अवस्था कमजोर रहेका महिलासमेत गरी २५ जनालाई कोषले अल्लोका कपडा उत्पादनमा सहयोग गर्दै आएको छ"""	1
"""यहाँका ९ सय ६१ जनालाई अल्लोबाट लाभान्वित बनाउने उद्देश्यले काम भइरहेको कार्यक्रम संयोजक कुलुङको भनाइ छ"""	1
"""गत असोजमा भारतीय नाकाबन्दीका कारण देशमा पेट्रोलको हाहाकार भएको बेला नेपाली सेनाले काठमाडौँ बाहिर पनि पेट्रोलपम्प विस्तार गर्ने योजना बनाएको थियो"""	1
"""आवेदन दिन चाहनेले मध्यमाञ्चल क्षेत्रीय स्वास्थ्य निर्देशनालय र निर्देशनालयले तोकेका स्थानमा आवेदन बुझाउनु पर्ने छ"""	0
"""युवा तथा साना व्यवसायी स्वरोजगार कोष र साना किसान विकास बैंकको क्षेत्र विस्तार गर्दै ठूलो संख्यामा रोजगारी सिर्जना गर्ने सरकारको योजना छ"""	1
"""यस्तै, स्वरोजगार कार्यक्रमहरूको विस्तार, वित्तीय पहुँचको विस्तार र अन्य सामाजिक कार्यक्रमहरूको विस्तार गरी आन्तरिक रोजगारी बढाइने जनाएको छ"""	1
"""वैदेशिक रोजगारीमा गएकाहरूले बैंकिङ प्रणालीबाट रेमिट्यान्स पठाएमा सामाजिक सुरक्षा कार्यक्रम लागू गर्ने र यसले हुण्डी नियन्त्रणमा आउने अर्थमन्त्रीको विश्वास छ"""	1
"""सुर्तीजन्य पदार्थको कारोबार गर्न दर्ता गर्ने निकायमा दर्ता भई इजाजतपत्र लिनका लागि विर्स २०७३ फागुन मसान्तभित्र समयसीमा तोकिएको छ"""	0
"""हाल समूदायको मातहतमा रहेको जडिबुटी प्रसोधन केन्द्रलाई निकट भविष्यमा स्थानीय जडिबुटी व्यापारीद्वारा व्यवस्थापन गर्ने बताइएको छ"""	0
"""यसरी अगाडि बढ्दा जडिबुटीका कृषकहरुलाई बजारीकरणमा सहजता हुनुका साथै जडिबुटीको उचित व्यवस्थापन हुने परियोजनाले जनाएको छ"""	1
"""हाल दाङ, बाँके र रोल्पा जिल्लामा सञ्चालनमा रहेको कार्यक्रमको रोल्पा जिल्लामा समयावधी थप गर्नुपर्ने सम्वन्धित जडिबुटी खेतीमा आबद्ध किसानहरुको माग छ"""	-1
"""जटिल पेट र कलेजो रोग उपचारका लागि कुनै पनि नेपालीले अब विदेसिनु नपर्ने नर्भिकको विश्वास छ"""	1
"""कृषि विकास मन्त्रालयका अनुसार धानखेती हुने करिब १५ लाख हेक्टर क्षेत्रफलमध्ये आजसम्म १८ प्रतिशत रोपाइँ भइसकेको छ"""	0
"""तराईमा ७० प्रतिशत, पहाडमा २६ तथा हिमाली क्षेत्रमा ४ प्रतिशत धानबाली लगाइन्छ"""	0
"""यो जितसंगै आर्मीले ३ लाख पायो भने, उपविजेता बनेको लुम्बिनीले १ लाख ५० हजारमा चित्त बुझायो"""	1
"""पाँच वटा सीसी क्यामेराले मात्र अझै निगरानी राम्रोसग नहुने भएकाले फेरी पनि अझ जडान गरीने बरिष्ठ जनस्वास्थ अधिकृत जोशीको भनाई छ"""	0
"""डाक्टरको अभाव जिल्ला अस्पताल डोटीमा ३ जना डाक्टरको दरबन्दी भएपनि अहिले एक जना मात्रै डाक्टर उपलब्ध छन्"""	-1
"""मेडिकल सुपरीटेन्डेन्ट डा. हरी बहादुर केसी २०६९ साल जेठ १ गते सरुवा भएर गएपछि अहिले सम्म कोही नआएको बताइएको छ"""	-1
"""भूकम्पका कारण भत्किएको ढुङ्गा माटोको घरमा परेको पानीले गाह्रो गलेपछि उक्त घटना भएको बताइएको छ"""	-1
"""यसरी जारी गरिएको मिनि आईपिओमा सहभागिता जनाउनको लागि लगानीकर्ताले कम्तिमा पाँच हजार डलर लगानी गर्नैपर्ने प्रावधान रहेको छ"""	0
"""कम्पनीका अनुसार दैनिक काम मिलाउने, मुड अनुसार कुराकानी गरिने र आफ्नो गोप्य कुराहरु सेयर गर्ने लगायतका फिचर यसमा रहनेछ"""	0
"""सगुनमा प्रयोगकर्ताले आफ्नो इच्छा अनुसार आफ्नो सेक्रेट सबैलाई वा चाहेको व्यक्तिलाई मात्रै सेयर गर्न सक्नेछ"""	0
"""साथै सेयर गरेको सेक्रेट ट्रयाक गरेर कतिवटा देश र सहरका प्रयोगकर्ताले हेरे भनेर जान्न सकिनेछ"""	1
"""फेरि एमालेसँग जेठ अन्तिममा छलफल गर्दा बजेट अनुमोदनलगायत कारणले असार १५ सम्म पर्खन आग्रह गरेको माओवादी नेताहरूको भनाइ छ"""	0
"""दाहाल सकेसम्म आफ्नै नेतृत्वमा सहमतीय सरकारका लागि प्रयास गर्ने, नभए बहुमतीय सरकार भए पनि ओलीको विकल्प खोज्नुपर्ने निचोडमा पुगेको स्रोतको दाबी छ"""	0
"""प्रमुख प्रतिपक्षी कांग्रेस राष्ट्रिय सहमति बन्ने अवस्था नभएको बताउँदै माओवादी केन्द्र र मधेस केन्द्रित दललाई साथमा लिएर सरकार बनाउने पक्षमा छ"""	1
"""सरकार निर्माणको विषयमा कांग्रेससँग छलफल भइरहेका बेला अध्यक्ष दाहालको असार ७ मा हुने भनिएको अस्ट्रेलिया भ्रमण स्थगित भएको दाबी माओवादी केन्द्रको छ"""	0
"""पहिलो चरणमा दाहालले नेतृत्व लिने र निर्वाचन सरकारको नेतृत्व देउवाले गर्ने गरी मस्यौदा तयार गरिएको स्रोतको भनाइ छ"""	0
"""कतै एमालेलाई दबाब दिन मात्र हामीसँग सरकारको कुरा त गरेका होइनन् भन्ने अविश्वास कायमै छ"""	-1
"""नेपाली कामदारलाई गैरकानुनी रूपमा अफगानिस्तान पठाउन पाँच तहसम्मका गिरोह सक्रिय हुने गरेको रहस्य खुलेको छ"""	-1
"""विश्व बैंकले गरिबीको रेखाबाट माथि उठेको ठूलो नेपाली समुदाय पुनः गरिबीको रेखामुनि जान सक्ने खतरा औंल्याएको छ"""	-1
"""उनले कति आम्दानी गर्नेलाई गरिबी मान्ने भन्ने विषयमा विश्व बैंकलाई नै प्रश्न गरे"""	0
"""विश्व बैंकको प्रतिवेदनले गरिबीको संख्या घट्दै गएपछि मध्यम वर्गको संख्या वृद्धि हुँदै गएको देखाएको छ"""	1
"""सन् २०१० मा आइपुग्दा कुल जनसंख्याको २२ प्रतिशत हिस्सा मध्यम वर्गमा पुगेको देखिन्छ, प्रतिवेदनमा छ"""	0
"""बुधबार झरेको पहिरोले केरौँजास्थित नेपाली सेनाले हालै निर्माण गरेको अस्थायी सामूहिक आवासमा पनि क्षति पुगेको छ"""	-1
"""पहिरोले केरौँजा, उहियाका साथै लापु, मान्वु, काशीगाउँलगायत उत्तरी भेगका विभिन्न गाविसमा रहेका भूकम्पपीडितका टहरामा क्षति पुर्याएको छ"""	-1
"""दोस्रो क्वार्टरफाइनलमा शुक्रबार राति वेल्स र बेल्जियम, तेस्रो क्वार्टरफाइनलमा शनिबार जर्मनी र इटाली तथा आइतबार फ्रान्स र आइसल्याण्ड भिड्ने कार्यक्रम छ"""	0
"""नेपाली कांग्रेसका प्रूभावशाली नेता एक व्यक्तिले एसएमएस गरी मार्ने योजना रहेको बताएपछि नेपाल प्रहरी उक्त व्यक्तिको खोजीमा लागिपरेको छ"""	-1
"""उनी फर्किए लगत्तै आइतबार एनसेलको नम्बर प्रयोग गरी खड्काका स्वकीय सचिव रामेश्वर यादवको नम्बरमा कसैले आपत्तिजनक एसएमएस पठाएको थियो"""	-1
"""प्रधानमन्त्री ओलीले गत २८ फागुनमा दुई बर्षभित्र देशलाई खाद्यान्नमा आत्मनिर्भर बनाउने घोषणा गरेका थिए"""	1
"""समयमै रासायनिक मल उपलब्ध नहुँदा धानखेती भएका धेरै स्थानमा पर्याप्त उब्जनी नभएको कृषि मन्त्रालयका सहप्रवक्ता शंकर सापकोटाले बताए"""	0
"""अर्को वर्ष बढ्ने अनुमान यसपटक समयमै मनसुन सुरु भएकाले आगामी वर्ष धान उत्पादनमा सुधार आउने कृषि मन्त्रालयको अनुमान छ"""	0
"""सोसलिस्ट इन्टरनेसनले नेकपा एमालेलाई त्यो संगठनमा सदस्य बन्ने बारे के छ धारणा भन्दै पत्र पठाएको छ"""	0
"""यही नोभेम्बर १३ मा फ्रान्समा भएको आतङ्ककारी हमलाको जिम्मेवारी मुस्लिम अतिवादी समूह, इस्लामिक स्टेटले लिएपछि सो त्रास छाएको बताइएको छ"""	-1
"""उक्त समूहले सो आक्रमणको जिम्मेवारी लिएपछि फ्रान्सको प्रहरीले पनि मुस्लिम नागरिक खोज्ने अभियान नै चलाएको छ"""	-1
"""सो हमलामा परी १२९ जनाको ज्यान गएको थियो"""	-1
"""एक हप्ताअघि भारतीय टिमको मूख्य प्रशिक्षकका लागि भएको छनोटका क्रममा शास्त्रीले स्काइपबाट अन्तर्वार्ता दिएका थिए"""	0
"""त्यसैगरी मास्टर ब्लास्टर सचिन तेन्दुलकरले पनि स्काइपबाट प्रश्न सोधेका थिए"""	0
"""आरोपी महिलालाई कानुनअनुसार कारबाही प्रक्रिया थालिने जिल्ला प्रहरी कार्यालय भोजपुरका प्रहरी निरीक्षक पञ्चलाल गोलेले बताए"""	1
"""महोत्तरीमा सशस्त्र प्रहरीले गएराति ११ लाख ७२ हजार १० भारतीय रुपैयाँसहित एकजनालाई पक्राउ गरेको छ"""	-1
"""देउवाले आफ्नो खेमालाई वास्ता गर्छन् कि अर्को खेमाबाट आएको व्यक्तिलाई भनी निकै गाइँगुइँ पनि भइरहेको छ"""	-1
"""त्यतिमात्र नभई वरिष्ठ नेता रामचन्द्र पौडेल खेमामा रहेका नेताहरु पनि आकांक्षी भइरहँदा सन्तुलनमा ल्याउन देउवालाई सकस भएको छ"""	-1
"""उनले अरू जिल्लामा पनि छिट्टै अधिवेशन गर्न लागिरहेको बताए"""	0
"""विश्वब्यापी रुपमा फैलिएको सामाजिक सञ्जाल सगुनले विश्वभर रहेका लगानीकर्तालाई क्राउडफन्डिङ पहलमा बैंकरोलमार्फत अवसर प्रदान गरिरहेको कम्पनीले जनाएको छ"""	1
"""सेयर खरिदबाट आएको पुँजीबाट सगुनको प्रयोगकर्ता विस्तार गर्ने, थप नयाँ विशेषता बढाउँदै जाने र मोबाइल एपको सुरुवात गरिने छ"""	1
"""प्रहरी र मधेसी मोर्चाका कार्यकर्ताका बीच आज इलाका प्रहरी कार्यालय लहान अगाडि झडप भएको छ"""	-1
"""प्रहरी कार्यालयअगाडि मोर्चाका कार्यकर्ताले बालेको टायरलाई प्रहरीले निभाउन खोज्दा प्रदर्शनकारीले प्रहरीमाथि ढुङ्गामुढा गरेका थिए"""	-1
"""पोर्चुगलका क्रिस्टियानो रोनाल्डो र पोल्याण्डका रोब्रट लेवन्डोस्कीले कस्तो खेलछन् त्यसमा टोलीको नतिजा निर्भर रहने छ"""	0
"""हेंगेरी र पोर्चुगल बिचको खेल ३-३ गोलको बराबरी भएको थियो"""	0
"""ती ११ सहरमा बस्ने दशलाखभन्दा बढी नागरिक वायु प्रदुषणको चपेटामा परिरहेका पनि उनले जानकारी दिएको समाचारमा जनाइएको छ"""	-1
"""त्यस देशमा सञ्चालन हुने गरेका मोटर एवम् यस्तै सवारी साधनको मापदण्ड पनि त्यति स्वस्थ नरहेको बताइन्छ"""	-1
"""हरियो बन कार्यक्रम गाविसमा लागु भएपछि यहाँका किसानहरुले समयमै रोपाई, खानेपानीको व्यवस्था, घरभित्रको धुवामुक्त, बन संरक्षण लगायतमा टेवा पुगेको रानाभाटको भनाई छ"""	1
"""श्रीमान श्रीमति सगै जोडि तालिमबाट यहाका महिलाहरुमा देखिएको परिवर्तनले महिलाहरुकै नेतृत्वमा बन जोगाउने समेत काम भएको छ"""	1
"""चुलो र चौकामामा मात्रै रहने महिलाहरु अहिले खुलेर गाँउको समाजिक विकासमा लागेको रानाभाटको भनाई छ"""	1
"""केयर नेपाल नामक संस्थाले वागेफड्के, वाङ्सिङ, सेतिदोभान, भाटखोला, फेदिखोला, आरुखर्क, कोल्मा, बहाकोट, ठुलाडिहि र पौवेगौडेमा हरियो बन मार्फत काम गर्दै आएको छ"""	1
